bler_adapt_mean,bler_adapt_p95,energy_mean,energy_cap,bler_base_mean,bler_base_p95,delta_mean,delta_mean_pct
0.04875,0.25,112.0,112.0,0.06875,0.25,0.020000000000000004,29.090909090909093
