bler_adapt_mean,bler_adapt_p95,energy_mean,energy_cap,bler_base_mean,bler_base_p95,delta_mean,delta_mean_pct
0.055,0.25,128.0,128.0,0.06375,0.25,0.00875,13.725490196078432
